t-shirt,https://m.media-amazon.com/images/I/611pTDG91+L._AC_SX342_SY445_.jpg,"[""Male35 y.o  6'4, & 170 lbs, thin muscular build. ordered 6 pk gilad, white shirts for $18 ish and it fits perfect good material would recommend. He says he wished the arm length were a little longer.( But i think it looks good ) Also, i have not washed them yet so idk how much they will shrink or not. If when i do wash and dry they shrink alot, then i will update this review. If i dont update this review then they did not shrink to much. Length is perfect a little below belt , fit at chest and waist is perfect. But with that being said he is very tall and sometimes need to buy from big and tall section. But i dont think this falls in that category. I think anyone 5'9 or taller length would fit really good. My 17 y.o son is 5'9 and 140 lbs and still has growing to do as he is more on the skinny side, needs a size small. Would recommend and would buy again. Very satisfied with this purchase"", 'I purchased the XL pack.The title says it all, but to be helpful for people of different sizes:I am about 6\'2"" tall, 210 lbs.I have a set of Large Gildan undershirts, and they are passable, but too small. My problem with undershirts is that XL ones are almost always way too big, and the L ones aren\'t long enough.These ones are almost perfect. I would like an inch or a little less of extra length, but most of the time, I expect these to stay tucked in. They are also pretty soft, and seem to be made of a little thicker material than my other undershirts (Hanes and the older L Gildan ones that I mentioned).', 'I had low expectations as cause every t shirt seems to just suck but this one fit exactly as I hoped it would. That being said I washed them then dried them on low heat ( I do this with all cheap t shirts anyway as they seem to always have a weird long fit out of the box ) They are high up the arm and fit tightly around the chest an waist but not to tight to where they are uncomfortable. For reference I’m lean but with slightly broader shoulders and I’d say “athletic arms”I’ll update this review in a month or so if the shirts randomly become unwearable which happens to be the theme with cheap clothing but as of right now these are going to be my go to “ plain shirts “ if nothing changes. Hope this helped']"
t-shirt,https://m.media-amazon.com/images/I/91cKn5IWy1S.__AC_SY445_SX342_QL70_ML2_.jpg,"[""My son loves this jacket and wears it everywhere!  It's sized just right.  Beautiful fabric and high end plush lining that washes well and stays soft after washing.  My son is 6' 5' and 210 pounds.  The Large Tall fits great, but the X-Large is good too if you like an extra roomy fit.  It is warmer than a sweat shirt, but not too warm."", 'The jacket shrinks a full size after a heavy duty wash and dry cycle.  I factored that in when sizing, so now I have a great fitting XL from my XXL purchase.  I love how the pockets are low in the jacket - they make comfortable hand warmers.  The jacket is also longer than my previous shirt/jackets - it fits more like a parka.Snaps are a DIY affair since the factory installed snaps quickly fall off.  You need to purchase a $15 snap repair kit and redo those.  Minus one point for that.', 'Gave this to our son. He loved it and decided it would be great to go to wine tasteing in the Va. hills. Loved that. I thought the quality was great.']"
t-shirt,https://m.media-amazon.com/images/I/514weKQX7vL.__AC_SY445_SX342_QL70_ML2_.jpg,"['The tshirt is comfortable and extremely soft, but is it worth the money.. no . Is it any different than a normal tshirt, not really.', 'I got the 3xl six pack and DAMN! Trims your love handles, covers your arms right and fits nice around the chest. These are surprisingly comfortable. Worth the buy', 'Fit great right out of the package.  So far so good. Being that they are so soft I am wondering how long they will hold up. I would recommend at this point.']"
t-shirt,https://m.media-amazon.com/images/I/91FaelThyRS.__AC_SY445_SX342_QL70_ML2_.jpg,"['These are great in the field, and when hunting, but look classy enough to wear on a date or to go clubing. Warm and very comfortable feel. And something a manly-man would wear, but they\'re soft to the touch, and the ladies seem to like and appreciate the soft texture, as you\'ll find them stroking your arms allot, with their fingers.  And that\'s nice too!  And you can tell yourself, it ain\'t the ""shirt"", it\'s these manly ""Guns"" of mine, she loves to stroke!  Oh yeah!', ""As a weight lifter, it's difficult for me to find shirts that fit properly. I went with the XL Tall after reading some reviews.Pros:The shirt fits my arms and shoulders like a dream, not constricting my movement while not being too baggy either. The front pocket sits in the correct spot on my chest. The fabric is comfortable and visually appealing.Cons:The XL Tall fits my arms and chest but a bunch of problems appear once you get down to my waist. It's too baggy, and it's too long. To the point I only wear it at home.Synopsis:It's a great comfortable shirt. Just be prepared to spend a little extra for a tailor to fit the waist and hem it up if you're top heavy."", 'I really like these flannels. I wear between a medium and a large, and the large size fits me well while other brands always seem tight in the shoulders. The only problem is the solid colors seem to be made of a different material than the plaid ones. Even though they both say ""100% Cotton"" and are both made in Cambodia, the solid color ones seem to be made of something closer to felt, and they shrink in the wash! This is especially noticeable in the length of the sleeves; the arms on mine are now about 2 inches shorter than those of the plaid ones I own. If you steer clear of the solid colored ones, these are 5/5 for me. It\'s unfortunate, though, because I really did want a well fitting solid green flannel.']"
t-shirt,https://m.media-amazon.com/images/I/91HwepES0KL.__AC_SX342_SY445_QL70_ML2_.jpg,"['For us that love these types of outer wear, long sleeved, color zipper neck. And it does keep you warm.Anything less than 35 degrees would be too much for this to handle.  Love the colors.', ""This shirt is very warm and comfortable but not to heavy. I'm very pleased with the quality and I am sure it will last a long time."", ""Its a nice pullover for the price but it runs big and is sized more like outer wear through the body. I wear a size (L) and I would have returned it for a (M) but I'm afraid it would be too small in the chest and shoulders""]"
t-shirt,https://m.media-amazon.com/images/I/71fJ40PsdnL.__AC_SY445_SX342_QL70_ML2_.jpg,"[""Pros:A slightly better grade of cotton, soft but not sumptuous.A slightly thicker grade of cotton by modern standards. Thinner than old world standards.Fits well throughout the body.Very nice shoulder double seams.Tagless constructionCons:They could be longer. There isn't even a quarter of an inch of extra material here.After the first wash (cold/cold) the waistband no longer lays flat.Waited 3 weeks for them to ship?Summary:With regard to current underwear construction methods, these are a little nicer than your average Walmart brands, but they are not that special."", ""I don't write many reviews...Excellent shirts. Great quality, stitching. Good feel and thickness. They look and feel great.I purchased these because I was desperate for something to wear at nights as I suffer from night sweats. The product information claims the material is good at keeping moisture from the body.Tried them for the first time last night. Wow!  Simply Wow!  This shirt does everything it promises as far as keeping the wetness off of your body. Would work great for anyone with night sweats, or someone who sweats a lot, loves our 100% cotton, but not the soaked material clinging to you. This is your shirt.I bought 3 - 6 packs to start, great decision... ordering a few more because they're so awesome.Good job Gildan!  👍👍🐾"", ""These are very soft and comfortable. They fit mostly as expected, but I would always order one size larger if expected shrinkage is likely to be an issue. They do wrinkle quite easily, even fresh out of the dryer, so it's good to spray some dewrinkle fabric spray on them before wearing them and to hang them up rather than folding them. It's very manageable for casual wear.""]"
t-shirt,https://m.media-amazon.com/images/I/71eI5N9s05L.__AC_SY445_SX342_QL70_ML2_.jpg,"[""These shirts are a great deal for a four pack. I only wished there was a way where you could pick four different colors instead of the same color for all four shirts. Please keep in mind, these shirts are 100% cotton and they do shrink a little. So if you're in-between sizes, I would suggest to size up a little. I bought a size which I knew would be slightly larger for me and after I washed and dried the shirts, they were perfect size because they shrunk about 1.5 inches from the sides and from the bottom.  But this is a great buy, and the shirt is not too thick and it's not too thin, but just right!"", 'As long as you’re not a delicate little flower.  Then these are fine shirts. Good thick fabric, 100% cotton (but low thread count feel), will shrink, NOT tagless but tag rips off easily.For this price point, there is no point in complaining as if you paid more so here are some things to expect:It’s 100% cotton so it’s going to shrink since it’s not “pre-shrunk”It’s possible these are “fake” as many claim, or it may be Hanes cutting back on quality control. There is no way to knowing one way or another but here are some observations.Got 3 packs and 1 shirt had a hole in the back already.Shirts will NOT arrive in Factory branded bags, they’ll be in generic sealed plastic bags (my guess is because its easier for “try before you buy returns” to be folded/packaged/resealed for the next buyer) so wash before wearing.This is NOT tagless, but the tag does tear off easily. This doesn’t PROVE these are fake of knock offs (Maybe Hanes has a large stockpile of tags they can sew on for the cost of nothing instead of spending on the special ink, running the machinery and employees trained to operate said machinery to get that tagless. Idk.These are most likely 100% cotton as claimed so they WILL shrink! I find the larger the shirt size the more they will shrink relative to their size. So plan accordingly.A common complaint is that they’re itchy. All I can say is WASH BEFORE WEARING as you should be anyways. Ever heard of demodex mites? Now you have.Another complaint is that they feel rough. this isn’t 3000 thread count Egyptian cotton feeling more like 300 thread count. With that said these are FAR thicker than the genuine Hanes shirts I’ve bought in store in the last few years. Personally, I’ve never noticed.Bottom line: If you are the type of guy who may not even own a pair of cargo pants (anymore) but loved them because of its functionality. Who knows what SAE/metric is, and doesn’t wear tight jeans (by choice).Chances are very high you’ll be happy with these.$2.50/shirt + tax', ""I'm top heavy which makes it hard to find tshirts that fit how I want them to. I wear baggy clothes, I have since my teen years and I'm sure I always will. Basic tshirts in multi pack that fit are rare for me to find. These run a little large, which I am happy with, however I could easily go down to a 3x. You can take the tag off clean but you won't know which side is which. It's a good purchase.""]"
t-shirt,https://m.media-amazon.com/images/I/51sc3-LB+hL._AC_SY445_SX342_.jpg,"['I normally by two sizes bigger than I need and that makes them big width wise but just long enough. These I bought one size larger than I would buy a normal t shirt and with these being longer than normal, that worked well but I don’t think they would have been long enough if I hadn’t bought one size larger.  I’m very happy with them.', ""If you don't like your undershirt coming untucked then this is the perfect t-shirt of you.  This is the 2nd time I've purchased them and pleased once again.  These first set I bought has lasted over 5 years easily and that is basically wearing them every single week!!!  Very little shrinkage over time!!!  I will buy again!!!!"", ""For those who like and undershirt these fit the bill. Sizes are correct. Feel is good. Doesn't shrink when washing and drying.. Material is strong and stitching is good. Looks to last a long time. Good value for your money.""]"
t-shirt,https://m.media-amazon.com/images/I/819wcaoF7FL.__AC_SX342_SY445_QL70_ML2_.jpg,"[""My husband wanted a purple and black check flannel shirt. I have found those colors hard to come by in a flannel, especially in a men's tall size. The material is very soft and a thin to medium weight.  Nice for a casual gathering, running errands, or even on vacation! The purple color in this shirt is not dull but not bright, it's very appealing!  The body of the shirt is not tapered but it's not baggy. The sleeves are nice and long just as they should be in a tall size. It washes/dries great on warm cycles, with no shrinking, minimal wrinkles and irons easy.  Would definitely buy again. Best of all, my husband loves this shirt! :-)"", ""I ordered 4 of these thinking I was getting 10 oz  100% cotton flannel. I live in flannel for about 7-8 months of the year.  I have all weights— some light weight,  some medium and some true heavy weight. These are not 10 oz-- which is usually considered a heavier weight. I doubt they're even 8 oz...they're very thin. They may be only 6 oz. or ..maybe,  a blend?  I didn't try them on. I didn't even take the two which arrived yesterday out of the zippered plastic bags they were shipped in. When I picked them up I knew the weight was too light. I opened them and felt the fabric --- that's all it took. I suppose I could have been shipped the wrong ones.  When you make the same shirt --except, maybe for the  2 chest  pockets--in the same fabric design and colors in 3 different weight fabrics... it would be easy to do.  Easy to mix them up— if I give everyone the benefit of doubt, that is.Well,  I  just  did my due diligence. I took one completely out of the bag and looked at the labels.They don't even say what the fabric is made of--WHICH IS ILLEGAL, I BELIEVE, IN THIS COUNTRY.  For all we know they’re not even 100% cotton and could cause an allergic reaction for those of us allergic to synthetics.Unbelievable!Are we suppose to be so impressed because they say they're “designed in Italy”  that we look no further.It says that everywhere.  But.. who the h… cares where it was designed?It's a basic flannel shirt. Nothing special!  The pattern isn’t matched at the seams, pockets, the frontplacket nor the cuffs & sleeve plackets. The sleeves have a 2-button cuff and a long placket going up the sleeve, about 5-6 in, with only 1 button closing it.  There is no pleat on the center back. The buttons are not color matched—  they’re a grayish white plastic that stands out like a sore thumb.  Maybe that’s suppose to be a “design feature”…kind of like those dresses that appeared, and disappeared, rather quickly, that had a very obvious zipper going up the center back. I hated them—thought they looked cheap & unfinished.  After all, they didn’t have to make a proper placket, saving on both fabric and labor.This shirt was made in China.I’m not the first person to complain about the 10 oz being too light weight to be real. That should have been addressed  by Amazon &  Alimens and Gentle.  Some one should have made sure they were clearly marked as to the fabric weight and which shirt is which.  But no where does it say what the weight of the fabric is on either of the labels —on top of leaving out it’s composition..I just realized, it doesn’t even identify the brand on the shirt. There is no brand identification at the inside neck, here it usually is, neither on a label nor printed onto the fabric as a label-less article of clothing. There is only a small label that says  “Designed in Italy”, once more!Hold on— I wanted to double check the other- the laundry label.  It doesn’t  id the brand either.  For all we know these are just  cheap knock-0ffs, or, maybe, “Designed in Italy” is the brand not Alimens & Gentle.  ?  The only place the brand is id’d is on the sticker label on the outside of the plastic zippered bag.  No fabric info and no brand labels on the shirt  itself—anywhere.I only bought these because I wanted the heavier weight and I thought Alimens & Gentle were a reputablecompany who made fairly good quality clothing.After the other two arrive,  which should be later today, I’ll do a return for all 4. One was suppose to be a gift, but he too needs heavy weight —not another mid to light weight flannel shirt of unknown fabric content.I’m surprised and disappointed in this brand. I won’t be buying it again.Amazon if you’re listening…. you need to do something about this. It’s illegal and although supposedlymanufactured for & sold by Alimens & Gentle,  there’s nothing on the garment itself that supports this.Also Atten  Amazon Essentials:  both men & women need some truly heavy weight 100% cotton flannel shirts for the winter.  It’s too late for this yr, but you could get some in the works for next winter.Women, too, get cold in cold weather and we  prefer to wear shirts made for us, rather than men’s shirts.Unfortunately, all the women’s shirts are light weight flannel, mostly blends. Guess they think we don’tget cold!  Reminds me of no pockets in women’s pants—until we complained enough and they finallylistened.I would not recommend these shirts to anyone unless you truly don’t care what the fabric is made ofnor who made it.  Me… I believe where there’s smoke, there’s fire,  and I’ve learned not to be so trusting. But, then,  speaking of smoke & fire….I didn’t vote for DJT either.  Who knows, maybe, he imported these unidentified shirts!  There is truth to “a tiger doesn’t change its’ stripes”."", 'This shirt is perfect for my husband I had to buy another one in a different color he likes it so much. He’s 6”3 and where’s a size 4x. He typically wears a size 3x when it comes to a regular shirt that has a bit of a stretch but a 4x fit him perfectly. He said it’s not thin, but it’s not to thick either. He likes to wear tank tops on under his shirt. It is perfect for him and compliments him very well!']"
t-shirt,https://m.media-amazon.com/images/I/5177L74zY0L.__AC_SX342_SY445_QL70_ML2_.jpg,"['good shirts for the price!', 'Excelente', 'great item , fast shipping,  classy fit , true white']"
